id,brand_name,product_link,product_name,product_category,product_type,product_price,discounted_price,price_unit,price_usd,product_description,fabric_composition,product_image,product_image_aws,country,created_at,updated_at,created_year
1799340,ASOS,https://www.asos.com//asos-design/asos-design-denim-pelment-skirt-with-pockets/prd/206375932#colourWayId-206375933,ASOS DESIGN DENIM PELMENT SKIRT WITH POCKETS,Women,Skirt,30,,GBP,38,"Product Details
Skirts
by
ASOS DESIGN
Skirt season : pending
High rise
Belt loops
Functional pockets
Regular fit
Product Code : 135008800
Brand
This is
– your go-to for all the latest trends , no matter who you are , where you’re from and what you’re up to. Exclusive to ASOS , our universal brand is here for you , and comes in all our fit ranges : ASOS Curve , Tall , Petite and Maternity. Created by us , styled by you.
Size & Fit
Model's height : 170 cm / 5' 7''
Model is wearing : UK 8/ EU 36/ US 4
Look After Me
Machine wash according to instructions on care label
About Me
Non-stretch denim : mid-blue wash
Main : 100% Cotton.


",100.0% cotton,https://images.asos-media.com/products/asos-design-denim-pelment-skirt-with-pockets/206375932-1-lightblue?&wid=1080&fit=constrain,https://brandsdata.s3.us-east-2.amazonaws.com/1799340.jpg,UK,14-08-2024 00:00,03-09-2024 07:19,2024
307764,AEO- AMERICAN EAGLE,https://www.ae.com/us/en/p/ae/online-only/bottoms/ae-forever-soft-ripped-high-waisted-jegging-crop/2433_3763_055?nvid=plp%3Acat6430042&menu=cat4840004,AE FOREVER SOFT RIPPED HIGH-WAISTED JEGGING CROP,Women,Jeans,69.95,48.96,USD,70,"our skinniest fit in a high rise & cropped leg.
forever soft
our softest , most comfortable fabric yet
smoothing waistband for moves-with-you comfort
uses an average of 4 recycled bottles per jean
black wash & ripped
style : 2433-3763 | color : 55
materials & care
47% cotton , 30% rayon , 21% polyester , 2% elastane
color may transfer when new.wash once separately in cold water before wearing.machine wash cold inside out with like colors... cool iron if needed.
imported


",47.0% cotton 30.0% rayon 21.0% polyester 2.0% elastane,https://s7d2.scene7.com/is/image/aeo/2433_3763_055_ob?$pdp-md-opt$&fmt=webp,https://brandsdata.s3.us-east-2.amazonaws.com/307764.jpg,USA,13-03-2023 09:21,15-03-2024 06:53,2023
1794175,A.P.C. JEANS,https://www.apc-us.com/collections/men-jeans/products/jean-achille-cogzv-h09212_aad,ACHILLE JEANS,Men,Jeans,335,,USD,335,"Description
- Straight cut with a slightly loose fit.
- High rise.
- Five pockets.
- Button fly.
- Button engraved '
A. P. C.
rue Madame près du Luxembourg '.
- Tone-on-tone topstitching.
- 100% organic cotton.
SKU : COGZV-H 09212
Size Advice
- Vincent is 6'1"" tall and is wearing size 30.
Composition & Material
- 100% cotton.
- Spanish material.
- Made in Tunisia.
- Do not dry clean.
- Machine wash cold (86°F ) inside-out.
- Gentle spin cycle.
- Do not tumble dry.
- The jeans may appear shrunken after washing , but they return to their original shape when worn.
Our commitments
Through its RESPECT program , A. P. C reduces ( by implementing many practical measures to improve its environmental footprint ), regulates ( by respecting and enforcing its ethical responsibility , on the part of its employees as well as its suppliers ), and reuses ( through its recycling , vintage or quilts and butler programs , for example ).


",100.0% organic_cotton,https://www.apc-us.com/cdn/shop/files/COGZV-H09212AAD_01.jpg,https://brandsdata.s3.us-east-2.amazonaws.com/1794175.jpg,USA,12-08-2024 00:00,03-09-2024 07:16,2024
697828,OLD NAVY,https://oldnavy.gap.com/browse/product.do?pid=803031002&vid=1&&searchText=womens%20denim%20shorts,HIGHER HIGH-WAISTED BUTTON-FLY SKY-HI A-LINE CUT-OFF JEAN SHORTS FOR WOMEN -- 3- INCH INSEAM,Women,Shorts,34.99,9.97,USD,35,"product details
fits : slouchy , relaxed fit from hip to mid-thigh , with cut-off short-shorts hem.
sits : nipped right at your natural waist.
the feel : a smidge of stretch for that broken-in fit.
the deal : chill ‘90 s a-line style that’s a 1.
but wait , there's more : hidden button-fly to avoid accidental peekaboo moments.
#803031
#
803031
show more
materials & care
cotton 94%, recycled cotton 5%, spandex 1%
machine wash cold inside out with similar colors -- keeps these blues from becoming basic. -- it’s kryptonite for denim.
-- maintains that fit and feel you love.
imported.
fit & sizing
but wait , there's even more : clever secret-smooth front pockets hold you in for a smoothing effect.
do your part : made with 5% recycled cotton.less waste in the world ?
3"" inseam ( sizes 00-8)
3 1/4"" inseam ( sizes 10-12)
3 1/2"" inseam ( sizes 14-16)
3 3/4"" inseam ( size 18).
models are approximately 5'9"" and are wearing a size s ( numeric size 4), size l ( numeric size 12) and size xl ( numeric size 18).


",94.0% cotton 5.0% piw 1.0% elastane,https://oldnavy.gap.com/webcontent/0050/237/015/cn50237015.jpg,https://brandsdata.s3.us-east-2.amazonaws.com/697828.jpg,USA,25-09-2023 09:58,15-03-2024 06:53,2023
384416,LEVI STRAUSS AND CO.,https://www.levi.com/DE/en/clothing/women/724-high-rise-straight-jeans/p/188830207,724™ HIGH RISE STRAIGHT JEANS,Women,Jeans,119.95,,EURO,133,"high rise.slim fit.straight leg.we took your favorite high rise and updated it with an ultra-modern straight leg.part of our signature ‘lot 700' fits , our 724 high-rise straight jeans are designed with levi's® stellar stretch to champion your curves and move with you—without sagging or bagging—everywhere and every wear.a versatile fit with a flattering high-risefinished with an ultra-modern straight legwe made this garment with tencel™ lyocell , a soft fiber sourced from sustainably harvested woodauthentic denim character enhanced with supersoft stretch.for jeans that'll leave you starry-eyed.that's levi's® stellar stretch.thanks to excellent built-in recovery , they champion your curves and move with you—without sagging or bagging—everywhere and every wear.see morestyle # 188830207 colour : dark indigo worn in-bluehow it fitsslim through the hip and thighhigh riseknee : 14 3/4"", leg opening : 13 3/4"", measurements based on size 27. model is 173 cm /5'8"" tall and wears a size 27 x 30 composition & care 85% cotton , 7% lyocell ( tencel®), 6% elastomultiester , 2% elastane ( lycra®) stellar stretchstretchzip fly 5- pocket stylingtencel™ is a trademark of lenzing agmade in turkey with like colors , machine wash cold , , ,.


",85.0% cotton 7.0% tencel 6.0% elastomultiester 2.0% lycra,"https://lsco.scene7.com/is/image/lsco/188830207-dynamic1-pdp-lse?fmt=avif&resMode=bisharp&op_usm=0.6,0.6,8&fit=crop,0&qlt=40&wid=900&hei=982",https://brandsdata.s3.us-east-2.amazonaws.com/384416.jpg,GERMANY,15-04-2023 07:46,15-03-2024 06:53,2023
1751432,CALVIN KLEIN,https://www.calvinklein.co.uk/coated-denim-maxi-skirt-j20j2232211aa,COATED DENIM MAXI SKIRT,Women,Skirt,130,91,GBP,167,"Urban hiker , Calvin style. Explore technical details , coated denim and soft sherpa fleece from the latest utility-inspired capsule collection by CK Jeans.
• rigid cotton denim
• clear shine coated finish
• made with recycled fibres
• high rise waist
• slit at the front
• zip fly
• five-pocket styling
• light blue wash
• Calvin Klein branded hardware and leather badge
Our models are 1.76 m (5 ft 9 in ) and are wearing sizes 28 and 32.
100% cotton
machine wash
do not tumble dry
fits true to size
country of origin : Turkey
J 20 J 2232211 AA


",100.0% cotton,https://calvinklein-eu.scene7.com/is/image/CalvinKleinEU/J20J223221_1AA_main?$b2c_updp_m_mainImage_1920$,https://brandsdata.s3.us-east-2.amazonaws.com/1751432.jpg,UK,26-07-2024 14:16,26-07-2024 14:16,2024
1053024,ONLY,https://www.only.com/it-it/product/15267521_2103/jeans-skinny-fit,JDYBLUME MID SKINNY FIT JEANS,Women,Jeans,34.99,,EURO,38,"PRODUCT DESCRIPTION
Discover your new item to wear without worries both at work and in your free time : a pair of fantastic jeans with the perfect fit and colour.
- Product type : Skinny fit jeans
- Closure : Flap with buttons
- Pockets : Front pockets
- Hips : Medium waist
- Details : Belt loops
- Fit : Skinny Fit
- Fit : These skinny fit jeans hug your legs from hips to ankles
Product number : 15267521
Care instructions
Maximum temperature of 40°C very delicate cycle
Do not bleach
Iron with a soleplate temperature not exceeding 110°C. Steam ironing can cause irreversible damage
Dry by hanging in the shade
Do not use the dryer
Do not dry clean
Do not expose to direct sunlight when drying
Fabric composition
98% Cotton
2% Elastane
Delivery
Italian post
€ 3.95
Free from
DHL Express
€ 14.95
23 feb 2024-26 feb 2024
For more information , visit
Delivery Options
.
RETURNS
You have 100 days to return your items. Please note that you will be charged a return fee of 2.95 EUR , which will be deducted from your refund. We are no longer providing you with a return label in your parcel since we have gone completely paperless. All returns are completed online and you can easily create a return label yourself by registering your return on the Return Portal.


",98.0% cotton 2.0% elastane,https://images.only.com/15267521/3976571/001/only-jdyblumemidskinnyfitjeans-black.jpg?v=6b70a2554cad30514fd638444a0afc03&format=webp&width=1280&quality=90&key=25-0-3,https://brandsdata.s3.us-east-2.amazonaws.com/1053024.jpg,ITALY,25-02-2024 14:23,29-02-2024 15:33,2024
1763842,HUGO BOSS JEANS,https://www.hugoboss.com/de/en/skinny-fit-jeans-in-dark-grey-stretch-denim/hbeu50515961_026.html,HUGO-SKINNY-FIT JEANS IN DARK-GREY STRETCH DENIM,Women,Jeans,99.95,,EURO,109,"Details
Style
Shame _ B -50515961
Casual jeans cut to a skinny fit by HUGO Womenswear. Offered in dark-grey stretch denim , this high-waisted pair has signature trims throughout.
Skinny fi
High ris
Button and zip closur
Pockets bottom front : Ticket pocke
Skinny le
Pockets bottom back : Patch pocke
Standard length
Material information & Care instructions
98% Cotton , 2% Elastane , pocketing : 100% Cotton
30 C mild fine was
Do Not Bleac
Do Not Tumble Dr
Iron Medium Hea
Do not chemical dry clea
Size and Fit
The model wears a size 27/32 and is 175 cm tall with a , 80 cm chest , 59 cm waist and 88 cm hips.


",98.0% cotton 2.0% elastane,"https://images.hugoboss.com/is/image/boss/hbeu50515961_026_350?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&bgcolor=ebebeb&lastModified=1719932281000&wid=1200&hei=1818",https://brandsdata.s3.us-east-2.amazonaws.com/1763842.jpg,GERMANY,26-07-2024 14:16,26-07-2024 14:16,2024
1603267,ASOS,https://www.asos.com/tommy-jeans/tommy-jeans-sophie-low-rise-skinny-jean-in-mid-wash/prd/202900326#colourWayId-202900328,TOMMY JEANS SOPHIE LOW RISE SKINNY JEAN IN MID WASH,Women,Jeans,90,,GBP,115,"Product Details
Jeans by
Tommy Jeans
It ? s all in the jeans
Low rise
Belt loops
Five pockets
Skinny fit
Product Code : 118929917
Brand
Founded in 1985, all-American brand
is best known for its preppy vibe and iconic red , white and blue logo. Branching out , the brand has stepped up its collections to include everything from clothing and accessories to lingerie and fragrances. Scroll our
at ASOS edit for classic denim pieces from Tommy Jeans , workout gear from Tommy Hilfiger Sport , as well as wardrobe-ready T-shirts , dresses , jackets and coats.
Size & Fit
Model wears : UK 8/ W 26"" L 32""
Model's height : 170.5 cm /5'7""
Sizing Help
Still unsure what size to get ? Check out our
size guide.
Look After Me
Machine wash according to instructions on care label
About Me
Stretch denim
Mid-blue wash
Main : 98% Cotton , 2% Elastane.


",98.0% cotton 2.0% elastane,https://images.asos-media.com/products/tommy-jeans-sophie-low-rise-skinny-jean-in-mid-wash/202900326-1-denimmid?$n_640w$&wid=1080&fit=constrain,https://brandsdata.s3.us-east-2.amazonaws.com/1603267.jpg,UK,13-06-2024 15:43,29-06-2024 08:48,2024
1289548,H&M,https://www.hm.com.cn/en_cn/1214316002.html,STRAIGHT REGULAR JEANS,Women,Jeans,299,,CNY,41,"New Arrivals
5- pocket jeans in rigid cotton denim that feels firm at first but then softens and loosens with wear. Straight leg with a regular fit from the waist to the hip and a looser , straight cut from the thigh to the hem. Regular waist with a wrapover waistband and a zip fly with one visible and one concealed button. Raw-edge hems. Longer length , designed to fall over the foot with a stacking effect. The jeans we want to live in every day.
Model Size
The model is 174 cm and wears a size 38
Composition
Cotton 100.0%
Fit
Regular fit
ART. NO.
1214316002


",100.0% cotton,https://static.hm.com.cn/media/catalog/product/cache/bef14cc7d4ee48fc0c01ab83c535ed11/8/c/8ccfbb0b93e72cacb33fe7a805e0d8bf636ef63b_xxl-1.jpg,https://brandsdata.s3.us-east-2.amazonaws.com/1289548.jpg,CHINA,16-04-2024 11:22,03-09-2024 08:35,2024
473696,LEVI STRAUSS AND CO.,https://www.levi.com/GB/en_GB/p/726930196,RIBCAGE STRAIGHT ANKLE JEANS,Women,Jeans,110,,GBP,140,"our highest high rise yet.our ribcage jeans—with their soaring 14- inch rise—have become a hip-slimming , waist-defining , leg-lengthening obsession.this fit will show off your figure and make you feel as amazing as you look.
a versatile fit with a flattering high-rise
finished with a classic straight leg
hits at the ankle
a hip-slimming , waist-defining , leg-lengthening obsession
that perfect broken-in look—without putting in the work.this garment was distressed for an authentic vintage-inspired feel and lived-in style.
see more
style # 726930196
colour : in the middle w damage-blueslim through the hip and thigh
super high rise : 12 1/8''
straight leg
inseam : 27''
leg opening : 17''
measurements based on size 27 waist 79% cotton
21% tencel
denim
non-stretch
button fly
5- pocket styling
mmc lyocell
machine wash cold-normal cycle.with like colors , , , hot iron if needed , dry clean possible


",79.0% cotton 21.0% tencel,"https://lsco.scene7.com/is/image/lsco/726930196-dynamic1-pdp-lse?fmt=avif&qlt=40&resMode=bisharp&fit=crop,0&op_usm=0.6,0.6,8&wid=880&hei=968",https://brandsdata.s3.us-east-2.amazonaws.com/473696.jpg,UK,20-06-2023 07:25,22-11-2023 10:08,2023
2161416,ZARA,https://www.zara.com/in/en/06987555-p06987555.html?v1=364107600,RIPPED DENIM BERMUDA SHORTS,Girl,Shorts,1450,,INR,17,"Bermuda shorts featuring an elastic waistband and front button fastening. Front pockets and rear patch pockets.
COMPOSITION ::>> OUTER SHELL ::>> 100% cotton


",100.0% cotton,https://static.zara.net/assets/public/f997/6212/70624f918e1a/f4dcf731bad6/06987555800-e1/06987555800-e1.jpg?ts=1724233079389,https://brandsdata.s3.us-east-2.amazonaws.com/2161416.jpg,INDIA,11-11-2024 05:57,06-12-2024 05:37,2024
257733,LTB DENIM,https://www.ltbjeans.com/tr-TR/p/jerard-dusuk-bel-super-slim-jean-pantolon-050095114315395_54355,JERARD LOW WAIST SUPER SLIM JEANS,Men,Jeans,343.99,,TRY,18,"Product Content : ? COTTON , LASTAN
Gender : MALE
Category : jeans


",error: no composition,https://ltbjeans-hybris-p1.mncdn.com/mnresize/790/1059/media/products/05009511431539554355_1.jpg,https://brandsdata.s3.us-east-2.amazonaws.com/257733.jpg,TURKEY,10-02-2023 05:44,15-03-2024 06:53,2023
496719,H&M,https://www2.hm.com/en_au/productpage.1012809003.html,SKINNY FIT HIGH STRETCH JEANS,Girl,Jeans,52.43,,AUD,35,"Jeans in washed , superstretch , flexible denim for maximum mobility. Featuring a skinny fit , an adjustable , elasticised waist and a zip fly with button. Front and back pockets and narrow hems.
Length : Long
Waist Rise : high waist
fit : skinny fit
Description : Black , solid color
concept : DENIM
Nice to know : adjustable waist

composition
Shell : Cotton 82%, Polyester 17%, Elastane 1%
Pocket lining : Polyester 65%, Cotton 35%

",82.0% cotton 17.0% polyester 1.0% elastane,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2Fba%2Fe5%2Fbae50f0c1eda00775073fc33ceecf2a2ad5e0568.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BDESCRIPTIVESTILLLIFE%5D%2Cres%5Bm%5D%2Chmver%5B2%5D&call=url[file:/product/main],https://brandsdata.s3.us-east-2.amazonaws.com/496719.jpg,AUSTRALIA,26-06-2023 11:14,03-09-2024 07:44,2023
1370062,AG JEANS,https://www.agjeans.com/collections/mens-denim/products/kace-28-modern-straight-1e89ledechx,SAY 28,Men,Jeans,215,,USD,215,"Description
Kace is a straight-leg jean updated by a cropped inseam. Designed with a mid-rise waist , the style has a relaxed fit from hip to knee before tapering at a cuffed leg opening. These 5- pocket men's jeans come in 11 oz. Lead Denim featuring comfort stretch and a faded dark blue wash.
Lead Denim , 11 Oz. 98% Cotton , 2% Polyester
Details & Fit
Model is wearing size 32.
• Front Rise : 10 1/2""
• Knee Opening : 18""
• Bottom Opening : 15 1/2""
• Inseam : 30""


",98.0% cotton 2.0% polyester,https://www.agjeans.com/cdn/shop/files/1E89LEDECHX_1.jpg,https://brandsdata.s3.us-east-2.amazonaws.com/1370062.jpg,USA,23-05-2024 09:37,01-06-2024 17:07,2024
1607895,LEE JEANS,https://www.lee.in/men/jeans/straight-blue-8905409638569,LEE MEN BLUE RODEO STRAIGHT FIT MID RISE JEANS,Men,Jeans,3599,2699,INR,43,"These Lee everyday classic jeans are made from 98% cotton and 2% elastane for a comfortable and stylish fit. The solid indigo wash gives them a classic look that will never go out of style. Add on a denim shirt and sneakers for a timeless look.
Recommend to Friend

Features
Closure Type
Button and Zip
Distress
Clean Look
Fade
Light Fade
Fit
Straight
Fit Name
Rodeo
Material
Cotton 98 Elastane 2
Number of Pockets
5
Length
Regular Length
Shade
Dark
Waist Type
Mid Rise
Machine Wash
Additional Details
Country of Originÿ: India
Manufactured Byÿ: PUNIT CREATION , SY. NO.94, ARCHAKARAHALLI VILLAGE , KASABA HOBLI , RAMANAAGARA , KARNATAKA PINCODE -562159.
Marketed Byÿ: Ace Turtle Omni Private Limited
Customer Care Noÿ: 8861873505

",98.0% cotton 2.0% elastane,https://static.aceomni.cmsaceturtle.com/prod/product-image/aceomni/Lee/Monobrand/LMJN004350/LMJN004350_1.jpg,https://brandsdata.s3.us-east-2.amazonaws.com/1607895.jpg,INDIA,14-06-2024 14:24,29-06-2024 08:44,2024
674799,ASOS,https://www.asos.com/asos-design/asos-design-baggy-boyfriend-jean-in-blue/prd/204543801?clr=tinted-blue&colourWayId=204543802&cid=3630,ASOS DESIGN BAGGY BOYFRIEND JEAN IN BLUE,Women,Jeans,36,31,GBP,45,"This is ASOS DESIGN – your go-to for all the latest trends , no matter who you are , where you’re from and what you’re up to. Exclusive to ASOS , our universal brand is here for you , and comes in all our fit ranges : ASOS Curve , Tall , Petite and Maternity. Created by us , styled by you.
Model's height : 168.5 cm / 5' 6½'' Model is wearing : UK 8/ W 26"" L 32"" Sizing Help
Still unsure what size to get ? Find your recommended size
Machine wash according to instructions on care label


",error: no composition,https://images.asos-media.com/products/asos-design-baggy-boyfriend-jean-in-blue/204543801-5?$n_640w$&wid=513&fit=constrain,https://brandsdata.s3.us-east-2.amazonaws.com/674799.jpg,UK,16-09-2023 08:08,15-03-2024 06:53,2023
1838339,ASOS,https://www.asos.com/us/asos-design/asos-design-baggy-jeans-in-mid-blue-wash/prd/206511894#colourWayId-206511904,ASOS DESIGN BAGGY JEANS IN MID BLUE WASH,Men,Jeans,42.99,,USD,43,"Product Details
Jeans
by
ASOS DESIGN
Denim days on repeat
Baggy fit
Regular rise
Belt loops
Five pockets
Product Code : 135435060
Brand
This is
– your go-to for all the latest trends , no matter who you are , where you’re from and what you’re up to. Exclusive to ASOS , our universal brand is here for you , and comes in Plus and Tall. Created by us , styled by you.
Size & Fit
Model's height : 183 cm /6'0""
Model is wearing : W 32 L 32
Look After Me
Machine wash according to instructions on care labels
About Me
Non-stretch denim : mid-blue wash
Main : 100% Cotton.


",100.0% cotton,https://images.asos-media.com/products/asos-design-baggy-jeans-in-mid-blue-wash/206511894-1-midwashblue?wid=1080&fit=constrain,https://brandsdata.s3.us-east-2.amazonaws.com/1838339.jpg,USA,21-08-2024 00:00,03-09-2024 07:41,2024
2258015,LEVI STRAUSS AND CO.,https://www.levi.com/IT/en/clothing/men/jeans/slim/511-slim-performance-cool-jeans/p/045115842,511™ SLIM PERFORMANCE COOL JEANS,Men,Jeans,120,,EURO,126,"About this Style
This jean is made from denim lightweight fabrication. A softer , airier , extra comfortable fabric.
Think of this modern slim as not-so-skinny skinny jeans. ( If you want the style , but not the feeling , this is a great alternative.) With a streamlined fit that’s narrow through the seat and thigh , our 511™ Slim is perfectly calibrated to look good with everything—without looking like you’re trying too hard.
The definitive slim jeans
Narrow through the seat and thigh , but still roomy
Designed to fit like they’ve been tailored just for you
Finished with our iconic arcuate stitching
Engineered with Performance Cool technology to cool you down and wick away moisture
We made this garment with TENCEL™ Lyocell , a soft fiber sourced from wood
This product is made with a lightweight garment which is supersoft , ultra-comfortable and weighing less than average fabrics
Perfect for a summer outside , crafted with soft and airy fabric which will keep you cool and comfy even on the hottest days
See More
Style # 045115842
Colour : Due For Performance Cool-Blue
How it Fits
Slim throughout
Low rise
Slim leg
Composition & Care
73% cotton , 26% lyocell ( lenzing tencel™), 1% elastane ( lycra®)
Lightweight denim
Comfort Stretch (1%-20%)
Zip fly
5- pocket styling
Country of origin Pakistan


",73.0% cotton 26.0% tencel 1.0% lycra,"https://lsco.scene7.com/is/image/lsco/045115842-dynamic1-pdp-lse?fmt=jpeg&qlt=70&resMode=sharp2&fit=crop,1&op_usm=0.6,0.6,8&wid=880&hei=880",https://brandsdata.s3.us-east-2.amazonaws.com/2258015.jpg,ITALY,16-12-2024 06:48,24-12-2024 07:32,2024
1877293,PRIMARK STORES LIMITED,https://www.primark.com/en-gb/p/slim-straight-leg-jeans-sand-991110700602,SLIM STRAIGHT LEG JEANS,Women,Jeans,14,,GBP,19,"Description
Refresh your delightful denim collection with our slim straight-leg jeans. Made from cotton denim , these jeans offer a comfortable fit and timeless shape. The slim , straight-leg cut provides a flattering silhouette , while the sandy shade is perfect for both casual and smarter looks too. With a classic button-up fastening and handy belt loops ( hello , effortless accessorising !), these jeans are designed to be your go-to separates – just wear your favourite blouse on top for a chic everyday ensemble !
Fit : Slim
Leg Length : Full length
Model Size : 10
Model Height : 173 cm
Fastening : Button
Material Composition : 100% Cotton
Fire Safety : WARNING ! Keep away from fire
Care
Maximum Temperature 30* C ; Do not dry-clean ; Do not tumble dry ; Cool Iron ; Do not bleach
Return Policy
We are happy to refund or exchange any item within 28 days of purchase , provided the item is returned in a saleable condition with an original receipt.
View full details of our Returns Policy
.


",100.0% cotton,https://cdn.media.amplience.net/i/primark/991110700602_01,https://brandsdata.s3.us-east-2.amazonaws.com/1877293.jpg,UK,21-09-2024 05:45,21-09-2024 05:45,2024
1392357,AEO- AMERICAN EAGLE,https://aeo.abfrl.in/p/american-eagle-men-black-airflex-patched-ultrasoft-athletic-skinny-jean-950801.html?source=plp,AMERICAN EAGLE MEN BLACK AIRFLEX + PATCHED ULTRASOFT ATHLETIC SKINNY JEAN,Men,Jeans,5999,5399,INR,72,"product description
Upgrade your wardrobe with American Eagle’s athletic skinny jeans for men. In slick black , these jeans add an air of masculinity to any casual occasion. The wash lasts long and maintains its vibrant black hue. With a tailored , athletic fit , these jeans are perfect for those looking for comfort without compromising on style. Elevate your style quotient with these trendy , attention-grabbing athletic skinny jeans from American Eagle.
product details
Style
Code : WEC 0116663073
Brand : American Eagle
Fit : Athletic Skinny
Color
Mapping : Black
Wash : Black
Color : Black
Product
Type : Athletic Fit Jeans
Subbrand : American Eagle
Material : 50% Cotton , 20% Recycled Cotton , 28% Lyocell and 2% Elastane
Stretch _1: Air
Flex +
product declaration
Product Type
Athletic Fit Jeans
Net Quantity
1 N
Manufactured Date
September 2023
Country of Origin
Jordan
Imported By
Aditya Birla Fashion and Retail Limited , Divyashree Technopolis , Ground floor , KH No : 118/110/1, Building 2, Yemalur Post , Off HAL Airport Road , Bangalore -560037
Customer Care Details
happytohelp@aeo.in
Customer Complaints Manager ,
Aditya Birla Fashion and Retail Limited , Divyashree Technopolis , Ground floor , KH No : 118/110/1, Building 2, Yemalur Post , Off HAL Airport Road , Bengaluru -560037
Delivery And Returns
Delivery
All India FREE shipping
Return
15 day Returns
View Return policy


",50.0% cotton 28.0% lyocell 20.0% piw 2.0% elastane,https://imagescdn.aeo.in/img/app/product/9/950801-12392975.jpg,https://brandsdata.s3.us-east-2.amazonaws.com/1392357.jpg,INDIA,30-05-2024 07:19,01-06-2024 17:32,2024
1964402,PEPE JEANS,https://www.pepejeans.in/vapour-slim-fit-mid-waist-jeans/8905074959907.html,VAPOUR SLIM FIT MID WAIST JEANS,Men,Jeans,4999,2499,INR,60,"Fabric Composition : 98.6% Cotton , 1.4% Spandex
Product Description
A pair of premium denims by Pepe. The slim fit , mid-rise jeans are made with premium fabric and wash process emphasizing on a chic look and soft hand feel. These grey washed jeans are truly versatile and go well with a lot of your tees and shirts. Shop now ! Product Details
Slim
Mid Rise Model Fit Details
Model Heiht 6.1 Wearing Size 32 Care
Machine wash cold
Do not bleach
Tumble dry low
Warm iron if needed
Do not dry clean
Do not iron on decorations Composition
98.6% Cotton , 1.4% Spandex


",98.6% cotton 1.4% elastane,https://d1pdzcnm6xgxlz.cloudfront.net/bottoms/8905074959907-9.jpg,https://brandsdata.s3.us-east-2.amazonaws.com/1964402.jpg,INDIA,10-10-2024 06:15,27-10-2024 15:57,2024
1350393,H&M,https://www2.hm.com/sv_fi/productpage.1144205009.html,HIGH DENIM SHORTS,Women,Shorts,19.99,,EURO,22,"Description and fit
A pair of 5- pocket shorts in slightly stretchy cotton denim with a slim fit. The shorts have a high waist and raw edges at the leg ends. Fly with zipper and button.
Item number : 1144205009
Model size : The model is 174 cm /5'9"" and wears a size 36
Size : Waist : Circumference : 71.5 cm ( Size 38), Inside leg : Length : 6.6 cm ( Size 38)
Length : Short
Waist height : High waist
Fit : Slim fit
Description : Black , Solid color
Concept : DIVIDED
Material
Composition
Outer layers : Cotton 99%, Elastane 1%
Pocket Lining : Polyester 65%, Cotton 35%
Additional material information
The total weight of the product consists of : 41% Recycled polyester
7% Recycled cotton
The weight of minor components such as ( but not limited to ) threads , buttons , zippers , embellishments and prints.
The total weight of the product is calculated by adding the weight of all layers and main components. Based on this , we calculate how much of the weight is made up of each material. For sets and multipacks , all parts are counted together as one product in the calculations.
Material : Cotton , Denim
Explanation of the materials in this product
Cotton
Cotton is a soft and versatile natural fiber harvested from the cotton plant.
Elastane
Elastane is an elastic synthetic fiber that is made from oil ( a fossil resource ).
Polyester
Polyester is a synthetic fiber that is made from crude oil ( a fossil resource ).
Recycled cotton
Recycled cotton is cotton produced from waste from textile production or used textiles. The waste is recycled mechanically and spun into new yarn.
Recycled polyester
Recycled polyester is polyester that is made from PET bottles or used textiles. The PET bottles or textile waste are recycled mechanically and processed into new yarn.
Care advice
Did you know that you can contribute to the environment and make fashion more sustainable ? Bring your old textiles to an H


",51.0% cotton 41.0% recycled_polyester 7.0% piw 1.0% elastane,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2Fdd%2F78%2Fdd7841c674fbbe4ba010ded42d3a27e25e2520ea.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main],https://brandsdata.s3.us-east-2.amazonaws.com/1350393.jpg,FINLAND,20-05-2024 14:45,03-09-2024 08:42,2024
